owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,transaction_obligated_amount,gross_outlay_amount_FYB_to_period_end,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,award_unique_key,award_id_piid,parent_award_id_piid,award_id_fain,award_id_uri,award_base_action_date,award_base_action_date_fiscal_year,award_latest_action_date,award_latest_action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,ordering_period_end_date,award_type_code,award_type,idv_type_code,idv_type,prime_award_base_transaction_description,awarding_agency_code,awarding_agency_name,awarding_subagency_code,awarding_subagency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country,recipient_state,recipient_county,recipient_city,prime_award_summary_recipient_cd_original,prime_award_summary_recipient_cd_current,recipient_zip_code,primary_place_of_performance_country,primary_place_of_performance_state,primary_place_of_performance_county,prime_award_summary_place_of_performance_cd_original,prime_award_summary_place_of_performance_cd_current,primary_place_of_performance_zip_code,cfda_number,cfda_title,product_or_service_code,product_or_service_code_description,naics_code,naics_description,national_interest_action_code,national_interest_action,usaspending_permalink,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.1,Advisory and assistance services,D,Q,,895.00,,,,,T2309E1T005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.1,Advisory and assistance services,D,Q,,895.00,,,,,T2309E1T006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.1,Advisory and assistance services,D,Q,,1500.00,,,,,T2309E1T007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.1,Advisory and assistance services,D,Q,,1500.00,,,,,T2309E1T008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.1,Advisory and assistance services,D,Q,,1702.00,,,,,T2310HTR020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.1,Advisory and assistance services,D,Q,,223.93,,,,,T232631P007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.1,Advisory and assistance services,D,Q,,-2580.00,,,,,T23YJRSSR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,2219.55,,,,,12,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,9000.00,,,,,13,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,-22000.00,,,,,16,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,100.00,,,,,2302HE0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,30.00,,,,,2302HE0160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,-10778.51,,,,,38,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,-27168.78,,,,,41,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,26157.31,,,,,54,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,825.17,,,,,68HE0323F0066,68HE0323A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,-299.66,,,,,68HE0420F0017,GS25F0010M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,2418.00,,,,,68HE0523P0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,555.00,,,,,68HERH23P0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,-2574.46,,,,,EP167000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,0.01,,,,,EPW170110003,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,D,Q,,0.01,,,,,EPW170110017,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.2,Other services from non-Federal sources,R,Q,,1010.00,,,,,68HE0723P0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.4,Operation and maintenance of facilities,D,Q,,1563.89,,,,,68HERC23F0368,68HERD20D0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.4,Operation and maintenance of facilities,D,Q,,0.01,,,,,EPBPA18R60001EPB18600004,EPBPA18R60001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,25.4,Operation and maintenance of facilities,D,Q,,-0.02,,,,,GS02F094AAEPG18700359,GS02F094AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,26.0,Supplies and materials,D,Q,,-9975.00,,,,,68HERC22P0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,31.0,Equipment,D,Q,,4410.24,,,,,68HE0423F0053,47QSWA18D008F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,31.0,Equipment,D,Q,,436.59,,,,,68HE0719P0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,31.0,Equipment,D,Q,,9026.80,,,,,68HERD23F0122,NNG15SD80B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,31.0,Equipment,D,Q,,3170.23,,,,,68HERD23F0138,NNG15SD42B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,31.0,Equipment,D,Q,,9565.32,,,,,68HERH23F0203,NNG15SD33B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F5,HUMAN RESOURCES MANAGEMENT,12.1,Civilian personnel benefits,D,Q,,152.90,,,,,TRAV202301579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F5,HUMAN RESOURCES MANAGEMENT,25.1,Advisory and assistance services,D,Q,,20.00,,,,,T23YFCMP017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F5,HUMAN RESOURCES MANAGEMENT,25.1,Advisory and assistance services,D,Q,,1455.20,,,,,T23YFCMP042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F5,HUMAN RESOURCES MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,-0.01,,,,,EPW110190029,EPW11019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F5,HUMAN RESOURCES MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,122.32,,,,,TRAV202301651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F5,HUMAN RESOURCES MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,122.32,,,,,TRAV202301657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,12.1,Civilian personnel benefits,D,Q,,48.00,,,,,23YACMP038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,12.1,Civilian personnel benefits,D,Q,,40000.00,,,,,23YACMP041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,12.1,Civilian personnel benefits,D,Q,,152.50,,,,,23YLCMP047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,12.1,Civilian personnel benefits,D,Q,,160.00,,,,,23YLCMP048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.1,Advisory and assistance services,D,Q,,114400.00,,,,,8,EPW17022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.1,Advisory and assistance services,D,Q,,-183.20,,,,,T22YPCMP031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.1,Advisory and assistance services,D,Q,,40330.00,,,,,T2310HTR016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.1,Advisory and assistance services,D,Q,,1300.00,,,,,T23YPCMP022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,1876.50,,,,,10,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,12547.14,,,,,11,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,30000.00,,,,,18,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,236470.00,,,,,2,EPW17022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,-0.74,,,,,2,EPW17022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,200000.00,,,,,5,EPW17022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,3996.00,,,,,68HE0723P0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,4844.84,,,,,68HE0723P0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,1662.50,,,,,68HE0923P0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,20468.70,,,,,68HERH23F0194,LCFDL20D0223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,40000.00,,,,,7,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,81504.22,,,,,7,EPW17022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,45600.00,,,,,8,EPW17022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,-0.01,,,,,EPW110190012,EPW11019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
