owning_agency_name,reporting_agency_name,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,11.3,Other than full-time permanent,D,Q,,52884.05,0.00,0.00,0.00,0.00,0.00,-2600.56,-2600.56,-2600.56,264.25,0.00,55748.86,0.00,0.00,0.00,0.00,0.00,0.00,55748.86,0.00,55748.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,11.5,Other personnel compensation,D,Q,,49741.30,0.00,0.00,0.00,0.00,0.00,-22.93,-22.93,-22.93,91.85,0.00,49856.08,0.00,0.00,0.00,0.00,0.00,0.00,49856.08,0.00,49856.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,11.7,Military personnel,D,Q,,16589.98,0.00,0.00,0.00,0.00,0.00,-3150.47,-3150.47,-3150.47,-3279.88,0.00,16460.57,0.00,0.00,0.00,0.00,0.00,0.00,16460.57,0.00,16460.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,11.8,Special personal services payments,D,Q,,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,12.1,Civilian personnel benefits,D,Q,,1940436.50,0.00,0.00,0.00,0.00,0.00,5280.65,5280.65,5280.65,48000.44,0.00,1983156.29,-19548.99,-19548.99,-19548.99,-19548.99,-19548.99,0.00,1983156.29,0.00,1983156.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,12.2,Military personnel benefits,D,Q,,923.44,0.00,0.00,0.00,0.00,0.00,-193.09,-193.09,-193.09,-198.09,0.00,918.44,0.00,0.00,0.00,0.00,0.00,0.00,918.44,0.00,918.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,21.0,Travel and transportation of persons,D,Q,,107301.22,-11934.92,10466.25,-13278.70,10466.25,1343.78,27130.49,27130.49,26977.02,27274.79,153.47,129846.69,-172.35,-172.35,-172.35,-172.35,-172.35,0.00,129846.69,0.00,129846.69,0.00,0.00,0.00,-3151.04,-3151.04,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,24.0,Printing and reproduction,D,Q,,31082.00,22966.64,34617.64,22966.64,34617.64,0.00,0.00,0.00,0.00,0.00,0.00,42733.00,-23940.00,-24091.00,-24091.00,-24091.00,-23940.00,0.00,42884.00,0.00,42884.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,25.1,Advisory and assistance services,D,Q,,369575.84,66317.77,215064.04,60349.90,215064.04,5967.87,0.00,0.00,0.00,0.00,0.00,518322.11,11536.26,125697.00,125697.00,125697.00,11536.26,0.00,404161.37,0.00,404161.37,0.00,0.00,0.00,-84947.51,-84947.51,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,25.2,Other services from non-Federal sources,D,Q,,1008022.96,-527711.47,-210159.57,-527711.47,-210159.57,0.00,-16049.46,-16049.46,-16049.46,-81460.67,0.00,1260163.65,0.00,0.00,0.00,0.00,0.00,0.00,1260163.65,0.00,1260163.65,0.00,0.00,0.00,-114286.51,-114286.51,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,25.3,Other goods and services from Federal sources,D,Q,,888699.00,-330891.94,506254.50,-330891.94,506254.50,0.00,0.00,0.00,0.00,0.00,0.00,1725845.44,0.00,0.00,0.00,0.00,0.00,0.00,1725845.44,0.00,1725845.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,25.4,Operation and maintenance of facilities,D,Q,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,25.7,Operation and maintenance of equipment,D,Q,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,31.0,Equipment,D,Q,,0.00,0.00,6000.00,0.00,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,32.0,Land and structures,D,Q,,0.00,-1500.50,1034.38,-1500.50,1034.38,0.00,1500.50,1500.50,1500.50,-1034.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C3,STATE AND LOCAL PREVENTION AND PREPAREDNESS,41.0,"Grants, subsidies, and contributions",D,Q,,149000.00,-56098.14,-1756.50,-56098.14,-1756.50,0.00,-4060.67,-4060.67,-4060.67,-13843.81,0.00,193558.50,0.00,0.00,0.00,0.00,0.00,0.00,193558.50,0.00,193558.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,11.1,Full-time permanent,D,Q,,2359006.57,0.00,0.00,0.00,0.00,0.00,10100.68,10100.68,10100.68,-7230.39,0.00,2341675.50,0.00,0.00,0.00,0.00,0.00,0.00,2341675.50,0.00,2341675.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,11.3,Other than full-time permanent,D,Q,,15028.79,0.00,0.00,0.00,0.00,0.00,2036.00,2036.00,2036.00,0.00,0.00,12992.79,0.00,0.00,0.00,0.00,0.00,0.00,12992.79,0.00,12992.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,11.5,Other personnel compensation,D,Q,,25065.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25065.16,0.00,0.00,0.00,0.00,0.00,0.00,25065.16,0.00,25065.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,12.1,Civilian personnel benefits,D,Q,,841158.97,0.00,0.00,0.00,0.00,0.00,5697.44,5697.44,5697.44,14958.01,0.00,850419.54,0.00,0.00,0.00,0.00,0.00,0.00,850419.54,0.00,850419.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,21.0,Travel and transportation of persons,D,Q,,22417.09,-2155.32,1377.67,-2458.09,1377.67,302.77,17837.57,17837.57,17837.57,3683.10,0.00,11795.61,0.00,0.00,0.00,0.00,0.00,0.00,11795.61,0.00,11795.61,0.00,0.00,0.00,-543.01,-383.76,0.00,0.00,-159.25,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,24.0,Printing and reproduction,D,Q,,62484.00,-7698.00,35897.00,-7698.00,35897.00,0.00,0.00,0.00,0.00,0.00,0.00,106079.00,0.00,0.00,0.00,0.00,0.00,0.00,106079.00,0.00,106079.00,0.00,0.00,0.00,-4638.00,-4638.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,25.1,Advisory and assistance services,D,Q,,599357.05,32750.86,0.00,26439.35,0.00,6311.51,0.00,0.00,0.00,0.00,0.00,566606.19,1812.71,349558.61,349558.61,349558.61,1812.71,0.00,218860.29,0.00,218860.29,0.00,0.00,0.00,-11124.22,-11124.22,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,25.2,Other services from non-Federal sources,D,Q,,1180945.64,848438.85,554529.59,848438.85,554529.59,0.00,23131.96,23131.96,23131.96,120509.06,0.00,984413.48,0.00,0.00,0.00,0.00,0.00,0.00,984413.48,0.00,984413.48,0.00,0.00,0.00,-10572.31,-10572.31,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,25.3,Other goods and services from Federal sources,D,Q,,4723756.29,900044.00,15229.00,900044.00,15229.00,0.00,0.00,0.00,0.00,0.00,0.00,3838941.29,0.00,3604683.22,3604683.22,3604683.22,0.00,0.00,234258.07,0.00,234258.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,26.0,Supplies and materials,D,Q,,1968.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1968.56,0.00,0.00,0.00,0.00,0.00,0.00,1968.56,0.00,1968.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,31.0,Equipment,D,Q,,9660.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9660.30,0.00,0.00,0.00,0.00,0.00,0.00,9660.30,0.00,9660.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,32.0,Land and structures,D,Q,,0.00,-1992.37,-1641.36,-1992.37,-1641.36,0.00,1992.37,1992.37,1992.37,1641.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C4,STRATOSPHERIC OZONE: DOMESTIC PROGRAMS,41.0,"Grants, subsidies, and contributions",D,Q,,142372.00,55484.85,-10093.33,55484.85,-10093.33,0.00,6987.87,6987.87,6987.87,6791.44,0.00,76597.39,0.00,0.00,0.00,0.00,0.00,0.00,76597.39,0.00,76597.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C5,STRATOSPHERIC OZONE: MULTILATERAL FUND,25.1,Advisory and assistance services,D,Q,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21000.00,-21000.00,-21000.00,-21000.00,-21000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C5,STRATOSPHERIC OZONE: MULTILATERAL FUND,25.3,Other goods and services from Federal sources,D,Q,,8326000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8326000.00,0.00,0.00,0.00,0.00,0.00,0.00,8326000.00,0.00,8326000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,11.1,Full-time permanent,R,Q,,430769.21,8832.84,8832.84,8832.84,8832.84,0.00,46890.09,46890.09,46890.09,-4235.90,0.00,379643.22,0.00,0.00,0.00,0.00,0.00,0.00,379643.22,0.00,379643.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,11.5,Other personnel compensation,R,Q,,496362.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,496362.16,0.00,0.00,0.00,0.00,0.00,0.00,496362.16,0.00,496362.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,12.1,Civilian personnel benefits,D,Q,,0.00,0.00,0.00,0.00,0.00,0.00,-6025.90,-6025.90,-6025.90,-6025.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,12.1,Civilian personnel benefits,R,Q,,198464.14,-35595.63,-35595.63,-35595.63,-35595.63,0.00,27932.45,27932.45,27932.45,8328.81,0.00,178860.50,0.00,0.00,0.00,0.00,0.00,0.00,178860.50,0.00,178860.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,13.0,Benefits for former personnel,R,Q,,1779.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1779.15,0.00,0.00,0.00,0.00,0.00,0.00,1779.15,0.00,1779.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,21.0,Travel and transportation of persons,R,Q,,755096.43,263056.76,-14948.47,252897.29,-14948.47,10159.47,116830.60,116830.60,116830.60,59935.45,0.00,420196.05,-9476.01,-9476.01,-9476.01,-9476.01,-9476.01,0.00,420196.05,0.00,420196.05,0.00,0.00,0.00,-30714.92,-30714.92,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,24.0,Printing and reproduction,R,Q,,0.00,16382.87,16382.87,16382.87,16382.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16699.12,-16699.12,-16699.12,-16699.12,-16699.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.1,Advisory and assistance services,R,Q,,0.00,-180.00,-180.00,-180.00,-180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,R,Q,,3375755.81,-16576351.73,-18784757.48,-16576351.73,-18784757.48,0.00,-167957.97,-167957.97,-167957.97,291356.04,0.00,1626664.07,0.00,0.00,0.00,0.00,0.00,0.00,1626664.07,0.00,1626664.07,0.00,0.00,0.00,-1347052.16,-1347052.16,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.3,Other goods and services from Federal sources,R,Q,,220833.12,374466.20,158329.96,374466.20,158329.96,0.00,0.00,0.00,0.00,0.00,0.00,4696.88,0.00,0.00,0.00,0.00,0.00,0.00,4696.88,0.00,4696.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.7,Operation and maintenance of equipment,R,Q,,0.00,-870.00,-870.00,-870.00,-870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,26.0,Supplies and materials,R,Q,,18688.76,-185.68,-185.68,-185.68,-185.68,0.00,0.00,0.00,0.00,0.00,0.00,18688.76,0.00,0.00,0.00,0.00,0.00,0.00,18688.76,0.00,18688.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,31.0,Equipment,R,Q,,0.00,-16235.00,-16235.00,-16235.00,-16235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
