"TRI Facility ID","Facility Name","Address","Chemical Name","Industry","Year","Prior Year Release *","Current Year Release *","Percent Change","Pollution Prevention Information (Activity Codes/Text/[Reduction])","P2 Report URL"
"74014BLBLL8201E","BLUE BELL CREAMERIES (BLUE BELL CREAMERIES LP)","8201 E HWY 51, BROKEN ARROW,OK 74014","Nitric acid","311520: Ice Cream and Frozen Dessert Manufacturing","2021","0","0","0","Source Reduction: S21: Optimized process conditions to increase efficiency","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=74014BLBLL8201E&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219679065&Opt=0"
"77833BLBLL1101S","BLUE BELL CREAMERIES LP (NA)","1101 S BLUE BELL RD, BRENHAM,TX 77833","Nitric acid","311520: Ice Cream and Frozen Dessert Manufacturing","2013","0","0","0","Source Reduction: W58: Other process modifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=77833BLBLL1101S&ChemicalId=0007697372&ReportingYear=2013&DocCtrlNum=1313210972877&Opt=0"
"77833BLBLL1101S","BLUE BELL CREAMERIES LP (NA)","1101 S BLUE BELL RD, BRENHAM,TX 77833","Nitric acid","311520: Ice Cream and Frozen Dessert Manufacturing","2014","0","0","0","Source Reduction: W58: Other process modifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=77833BLBLL1101S&ChemicalId=0007697372&ReportingYear=2014&DocCtrlNum=1314212317352&Opt=0"
"77833BLBLL1101S","BLUE BELL CREAMERIES LP (NA)","1101 S BLUE BELL RD, BRENHAM,TX 77833","Nitric acid","311520: Ice Cream and Frozen Dessert Manufacturing","2017","0","0","0","Source Reduction: W58: Other process modifications[-5-14%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=77833BLBLL1101S&ChemicalId=0007697372&ReportingYear=2017&DocCtrlNum=1317215959331&Opt=0"
"77833BLBLL1101S","BLUE BELL CREAMERIES LP (NA)","1101 S BLUE BELL RD, BRENHAM,TX 77833","Nitric acid","311520: Ice Cream and Frozen Dessert Manufacturing","2020","0","0","0","Source Reduction: W71: Other cleaning and degreasing modifications - Cleaning chemical was reformulated for better cleaning and sanitation.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=77833BLBLL1101S&ChemicalId=0007697372&ReportingYear=2020&DocCtrlNum=1320218665279&Opt=0"
"77833BLBLL1101S","BLUE BELL CREAMERIES LP (NA)","1101 S BLUE BELL RD, BRENHAM,TX 77833","Nitric acid","311520: Ice Cream and Frozen Dessert Manufacturing","2021","0","0","0","Source Reduction: S33: Improved containment or material handling operations","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=77833BLBLL1101S&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219679053&Opt=0"
"35150FLVRC423NN","BLUE BELL- SYLACAUGA PLANT (BLUE BELL CREAMERIES LP)","423 N NORTON AVE, SYLACAUGA,AL 35150","Nitric acid","311520: Ice Cream and Frozen Dessert Manufacturing","2021","0","0","0","Source Reduction: S25: Other process modifications made","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=35150FLVRC423NN&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219680574&Opt=0"
"38343CHSNL3001H","BONGARDS' SOUTH LLC (BONGARDS' CREAMERIES)","3001 HWY. 45 W. BYPASS, HUMBOLDT,TN 38343","Nitric acid","311513: Cheese Manufacturing","2021","0","0","0","Source Reduction: S33: Improved containment or material handling operations","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=38343CHSNL3001H&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321220093835&Opt=0"
"93291GLSNC2000N","CALIFORNIA DAIRIES INC VISALIA (CALIFORNIA DAIRIES INC)","2000 N PLAZA DR, VISALIA,CA 93291","Nitric acid","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2014","0","0","0","Source Reduction: W71: Other cleaning and degreasing modifications[-100%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=93291GLSNC2000N&ChemicalId=0007697372&ReportingYear=2014&DocCtrlNum=1314212352470&Opt=0"
"43545CMPBLEASTM","CAMPBELL SOUP SUPPLY CO LLC (CAMPBELL SOUP CO)","12-773 STATE RT 110, NAPOLEON,OH 43545","Nitric acid","311422: Specialty Canning","2013","0","0","0","Source Reduction: W29: Other changes in inventory control","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=43545CMPBLEASTM&ChemicalId=0007697372&ReportingYear=2013&DocCtrlNum=1313211134150&Opt=0"
"22821RCCTRROUTE","CARGILL MEAT SOLUTIONS INC (CARGILL INC)","135 HUFFMAN DR, DAYTON,VA 22821","Peracetic acid","311615: Poultry Processing","2021","0","0","0","Source Reduction: S35: Other improvements to inventory and material management","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=22821RCCTRROUTE&ChemicalId=0000079210&ReportingYear=2021&DocCtrlNum=1321219855006&Opt=0"
"22821RCCTRROUTE","CARGILL MEAT SOLUTIONS INC (CARGILL INC)","135 HUFFMAN DR, DAYTON,VA 22821","Nitric acid","311615: Poultry Processing","2021","0","0","0","Source Reduction: S35: Other improvements to inventory and material management","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=22821RCCTRROUTE&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219854991&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitric acid","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2014","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=0007697372&ReportingYear=2014&DocCtrlNum=1314212464263&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitric acid","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2015","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=0007697372&ReportingYear=2015&DocCtrlNum=1315213637010&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitric acid","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2016","0","0","0","Source Reduction: W58: Other process modifications - Adjusted programming to reduce acid usage per cleaning cycle.  Overall usage increased though due to an increase in production.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=0007697372&ReportingYear=2016&DocCtrlNum=1316215031410&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitric acid","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2017","0","0","0","Source Reduction: W58: Other process modifications  Source Reduction: Source Reduction  - Used vendor assistance to identify opportunities for reducing chemical usage in automated cleaning systems.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=0007697372&ReportingYear=2017&DocCtrlNum=1317215909639&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitric acid","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2018","0","0","0","Source Reduction: W58: Other process modifications  Source Reduction: Source Reduction  - Used vendor assistance to identify opportunities to reduce chemical usage.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=0007697372&ReportingYear=2018&DocCtrlNum=1318216972315&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitric acid","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2019","0","0","0","Source Reduction: W58: Other process modifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=0007697372&ReportingYear=2019&DocCtrlNum=1319217977483&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitric acid","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2020","0","0","0","Source Reduction: W58: Other process modifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=0007697372&ReportingYear=2020&DocCtrlNum=1320218702090&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitric acid","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2021","0","0","0","Source Reduction: S21: Optimized process conditions to increase efficiency","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219650658&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2021","0","0","0","Source Reduction: S21: Optimized process conditions to increase efficiency","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=N511&ReportingYear=2021&DocCtrlNum=1321219651167&Opt=0"
"53004CDRVL3115J","CEDAR VALLEY CHEESE (NA)","W3111 JAY RD, BELGIUM,WI 53004","Nitric acid","311513: Cheese Manufacturing","2013","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures  Other Environmental Practices: We are always reviewing our chemical usage and trying to reduce the quantity used.  We work closely with vendors if this effort.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=53004CDRVL3115J&ChemicalId=0007697372&ReportingYear=2013&DocCtrlNum=1313210945820&Opt=0"
"53004CDRVL3115J","CEDAR VALLEY CHEESE (NA)","W3111 JAY RD, BELGIUM,WI 53004","Nitric acid","311513: Cheese Manufacturing","2016","0","0","0","Source Reduction: W59: Modified stripping/cleaning equipment  Source Reduction: Ways P2 Was Incorporated in Original Process Design  - Equipment cleaning chemicals (nitric acid) are required by State and Federal agencies to ensure a safe food product.  Nitric acid is completely neutralized on site.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=53004CDRVL3115J&ChemicalId=0007697372&ReportingYear=2016&DocCtrlNum=1316214947665&Opt=0"
"53004CDRVL3115J","CEDAR VALLEY CHEESE (NA)","W3111 JAY RD, BELGIUM,WI 53004","Nitric acid","311513: Cheese Manufacturing","2019","0","0","0","Source Reduction: W71: Other cleaning and degreasing modifications - increased efficiency of cleaning systems  Source Reduction: Source Reduction  - nitric acid cleaning of equipment is required by State to ensure safe food product.  We routinely work within Management and with chemical suppliers to minimize chemical use when possible.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=53004CDRVL3115J&ChemicalId=0007697372&ReportingYear=2019&DocCtrlNum=1319217712266&Opt=0"
"53004CDRVL3115J","CEDAR VALLEY CHEESE (NA)","W3111 JAY RD, BELGIUM,WI 53004","Nitric acid","311513: Cheese Manufacturing","2021","0","0","0","Source Reduction: S21: Optimized process conditions to increase efficiency[-5-14%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=53004CDRVL3115J&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219828744&Opt=0"
"56283CNTRLRRCOR","CENTRAL BI-PRODUCTS (FARMERS UNION INDUSTRIES LLC)","33361 COUNTY RD 25, REDWOOD FALLS,MN 56283","Chlorine","311613: Rendering and Meat Byproduct Processing","2013","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W32: Improved procedures for loading, unloading, and transfer operationsSource Reduction: W52: Modified equipment, layout, or piping","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56283CNTRLRRCOR&ChemicalId=0007782505&ReportingYear=2013&DocCtrlNum=1313211115427&Opt=0"
"56283CNTRLRRCOR","CENTRAL BI-PRODUCTS (FARMERS UNION INDUSTRIES LLC)","33361 COUNTY RD 25, REDWOOD FALLS,MN 56283","Chlorine dioxide","311613: Rendering and Meat Byproduct Processing","2013","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W32: Improved procedures for loading, unloading, and transfer operationsSource Reduction: W52: Modified equipment, layout, or piping","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56283CNTRLRRCOR&ChemicalId=0010049044&ReportingYear=2013&DocCtrlNum=1313211115441&Opt=0"
"56283CNTRLRRCOR","CENTRAL BI-PRODUCTS (FARMERS UNION INDUSTRIES LLC)","33361 COUNTY RD 25, REDWOOD FALLS,MN 56283","Chlorine","311613: Rendering and Meat Byproduct Processing","2014","0","0","0","Source Reduction: W42: Substituted raw materials","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56283CNTRLRRCOR&ChemicalId=0007782505&ReportingYear=2014&DocCtrlNum=1314212446544&Opt=0"
"56283CNTRLRRCOR","CENTRAL BI-PRODUCTS (FARMERS UNION INDUSTRIES LLC)","33361 COUNTY RD 25, REDWOOD FALLS,MN 56283","Chlorine dioxide","311613: Rendering and Meat Byproduct Processing","2014","0","0","0","Source Reduction: W42: Substituted raw materials","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56283CNTRLRRCOR&ChemicalId=0010049044&ReportingYear=2014&DocCtrlNum=1314212446557&Opt=0"
"56347CNTRLHWY71","CENTRAL BI-PRODUCTS (FARMERS UNION INDUSTRIES LLC)","25498 HIGHWAY 71 N, LONG PRAIRIE,MN 56347","Chlorine","311613: Rendering and Meat Byproduct Processing","2013","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W32: Improved procedures for loading, unloading, and transfer operations","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56347CNTRLHWY71&ChemicalId=0007782505&ReportingYear=2013&DocCtrlNum=1313211115415&Opt=0"
"56347CNTRLHWY71","CENTRAL BI-PRODUCTS (FARMERS UNION INDUSTRIES LLC)","25498 HIGHWAY 71 N, LONG PRAIRIE,MN 56347","Chlorine dioxide","311613: Rendering and Meat Byproduct Processing","2013","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W32: Improved procedures for loading, unloading, and transfer operations","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56347CNTRLHWY71&ChemicalId=0010049044&ReportingYear=2013&DocCtrlNum=1313211115439&Opt=0"
"56347CNTRLHWY71","CENTRAL BI-PRODUCTS (FARMERS UNION INDUSTRIES LLC)","25498 HIGHWAY 71 N, LONG PRAIRIE,MN 56347","Chlorine","311613: Rendering and Meat Byproduct Processing","2014","0","0","0","Source Reduction: W42: Substituted raw materials","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56347CNTRLHWY71&ChemicalId=0007782505&ReportingYear=2014&DocCtrlNum=1314212446633&Opt=0"
"56347CNTRLHWY71","CENTRAL BI-PRODUCTS (FARMERS UNION INDUSTRIES LLC)","25498 HIGHWAY 71 N, LONG PRAIRIE,MN 56347","Chlorine dioxide","311613: Rendering and Meat Byproduct Processing","2014","0","0","0","Source Reduction: W42: Substituted raw materials","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56347CNTRLHWY71&ChemicalId=0010049044&ReportingYear=2014&DocCtrlNum=1314212446645&Opt=0"
"5359WDRFRM4375D","CHR. HANSEN INC. (CHR HANSEN INC)","4375 DURAFORM LN, WINDSOR,WI 53598","Nitric acid","311999: All Other Miscellaneous Food Manufacturing","2019","0","0","0","Source Reduction: W71: Other cleaning and degreasing modifications[-50-99%] - When we started up in 2018 we had a contamination.  We decided to double the amount of chemical to go through the CIP process to ensure the contamination went away giving us time to gather more data on what the appropriate levels of chemical should be.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=5359WDRFRM4375D&ChemicalId=0007697372&ReportingYear=2019&DocCtrlNum=1319217824477&Opt=0"
"5359WDRFRM4375D","CHR. HANSEN INC. (CHR HANSEN INC)","4375 DURAFORM LN, WINDSOR,WI 53598","Nitric acid","311999: All Other Miscellaneous Food Manufacturing","2021","0","0","0","Source Reduction: S04: Substituted manufacturing aid, processing aid, or other ancillary chemical - We actually changed Chemical from one containing 35% Nitric to only 30% nitric.  Source Reduction: We actually changed Chemical from one containing 35% Nitric to only 30% nitric.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=5359WDRFRM4375D&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219511449&Opt=0"
"9781WCLMBR79588","COLUMBIA RIVER TECHNOLOGIES (NA)","79588 RIPPEE RD, BOARDMAN,OR 97818","Nitric acid","311999: All Other Miscellaneous Food Manufacturing","2014","0","0","0","Source Reduction: W19: Other changes in operating practices Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Reduced acid consumption by eliminating mid-day wash cycle","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=9781WCLMBR79588&ChemicalId=0007697372&ReportingYear=2014&DocCtrlNum=1314212527992&Opt=0"
"46268FLSCH4300W","CONAGRA FOODS INC (CONAGRA FOODS INC)","4300 W 62ND ST, INDIANAPOLIS,IN 46268","Nitric acid","311512: Creamery Butter Manufacturing","2014","0","0","0","Source Reduction: W71: Other cleaning and degreasing modifications  Source Reduction: Source Reduction  - reduced clean up cycle time where nitric acid is used","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=46268FLSCH4300W&ChemicalId=0007697372&ReportingYear=2014&DocCtrlNum=1314212503534&Opt=0"
"54751BTRCH104RI","CONAGRA FOODS PACKAGED FOODS LLC (CONAGRA BRANDS INC.)","104 RIVER RD, MENOMONIE,WI 54751","Nitric acid","311511: Fluid Milk Manufacturing","2015","0","0","0","Source Reduction: Source Reduction  - Reduced chemical use as a result of change in CIP formulation","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=54751BTRCH104RI&ChemicalId=0007697372&ReportingYear=2015&DocCtrlNum=1315213831720&Opt=0"
"65340CNGRF253WE","CONAGRA FOODS PACKAGED FOODS LLC  MARSHALL (CONAGRA BRANDS)","200 BANQUET DR, MARSHALL,MO 65340","Nitric acid","311412: Frozen Specialty Food Manufacturing","2021","0","0","0","Source Reduction: S44: Other improvements to operating practices and training[-0-4%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=65340CNGRF253WE&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219954423&Opt=0"
"5070WCNGRF271MI","CONAGRA FOODS PACKAGED FOODS LLC-WATERLOO (CONAGRA BRANDS INC)","2701 MIDPORT BLVD., WATERLOO,IA 50703","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2016","0","0","0","Source Reduction: W14: Changed production schedule to minimize equipment and feedstock changeovers[-5-14%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=5070WCNGRF271MI&ChemicalId=N511&ReportingYear=2016&DocCtrlNum=1316215192725&Opt=0"
"49404RCHST999RA","CONTINENTAL DAIRY FACILITIES LLC (SELECT MILK PRODUCERS INC)","999 W RANDALL ST, COOPERSVILLE,MI 49404","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2013","0","0","0","Source Reduction: W68: Improved rinse equipment operation","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=49404RCHST999RA&ChemicalId=N511&ReportingYear=2013&DocCtrlNum=1313211805193&Opt=0"
"4589WVHCPR6793U","COOPER FARMS COOKED MEATS (COOPER HATCHERY INC.)","6793 US ROUTE 127 NORTH, VAN WERT,OH 45891","Ammonia","311615: Poultry Processing","2015","0","0","0","Source Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sources[-50-99%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=4589WVHCPR6793U&ChemicalId=0007664417&ReportingYear=2015&DocCtrlNum=1315213762343&Opt=0"
"48150MBSTN31770","COUNTRY FRESH LLC (DEAN FOODS CO)","31770 ENTERPRISE DR, LIVONIA,MI 48150","Nitric acid","311511: Fluid Milk Manufacturing","2013","0","0","0","Source Reduction: W58: Other process modifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=48150MBSTN31770&ChemicalId=0007697372&ReportingYear=2013&DocCtrlNum=1313211045923&Opt=0"
"48150MBSTN31770","COUNTRY FRESH LLC (DEAN FOODS CO)","31770 ENTERPRISE DR, LIVONIA,MI 48150","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311511: Fluid Milk Manufacturing","2013","0","0","0","Source Reduction: W58: Other process modifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=48150MBSTN31770&ChemicalId=N511&ReportingYear=2013&DocCtrlNum=1313211045911&Opt=0"
"48150MBSTN31770","COUNTRY FRESH LLC (DEAN FOODS CO)","31770 ENTERPRISE DR, LIVONIA,MI 48150","Nitric acid","311511: Fluid Milk Manufacturing","2014","0","0","0","Source Reduction: W58: Other process modifications[-0-4%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=48150MBSTN31770&ChemicalId=0007697372&ReportingYear=2014&DocCtrlNum=1314211938220&Opt=0"
"48150MBSTN31770","COUNTRY FRESH LLC (DEAN FOODS CO)","31770 ENTERPRISE DR, LIVONIA,MI 48150","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311511: Fluid Milk Manufacturing","2014","0","0","0","Source Reduction: W58: Other process modifications[-0-4%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=48150MBSTN31770&ChemicalId=N511&ReportingYear=2014&DocCtrlNum=1314211938218&Opt=0"
"48150MBSTN31770","COUNTRY FRESH LLC (DEAN FOODS CO)","31770 ENTERPRISE DR, LIVONIA,MI 48150","Nitric acid","311511: Fluid Milk Manufacturing","2015","0","0","0","Source Reduction: W58: Other process modifications[-0-4%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=48150MBSTN31770&ChemicalId=0007697372&ReportingYear=2015&DocCtrlNum=1315213593890&Opt=0"
"95351FSTRF415KA","CRYSTAL CREAMERY INC. (CRYSTAL CREAMERY INC.)","415 KANSAS AVE, MODESTO,CA 95351","Nitric acid","311511: Fluid Milk Manufacturing","2014","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-25-49%]  Other Environmental Practices: General Environmental Management  - Sustainability concentration with new management results are as follows:Reuse of milk water to wash milk cases Eliminateion of triple rinsing chemical drumsinstallednew solenoid technology on silos and pump equipmentsemi-annualinternal water assessment completedReview of automated controls","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=95351FSTRF415KA&ChemicalId=0007697372&ReportingYear=2014&DocCtrlNum=1314212460594&Opt=0"
"95351FSTRF415KA","CRYSTAL CREAMERY INC. (CRYSTAL CREAMERY INC.)","415 KANSAS AVE, MODESTO,CA 95351","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311511: Fluid Milk Manufacturing","2014","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-25-49%]  Other Environmental Practices: General Environmental Management  - Sustainability concentration with new management results are as follows:Reuse of milk water to wash milk cases Eliminateion of triple rinsing chemical drumsinstallednew solenoid technology on silos and pump equipmentsemi-annualinternal water assessment completedReview of automated controls","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=95351FSTRF415KA&ChemicalId=N511&ReportingYear=2014&DocCtrlNum=1314212460582&Opt=0"
"95351FSTRF415KA","CRYSTAL CREAMERY INC. (CRYSTAL CREAMERY INC.)","415 KANSAS AVE, MODESTO,CA 95351","Nitric acid","311511: Fluid Milk Manufacturing","2016","0","0","0","Source Reduction: W89: Other product modifications[-5-14%] - Changed chemical suppliers in September 2016.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=95351FSTRF415KA&ChemicalId=0007697372&ReportingYear=2016&DocCtrlNum=1316215662824&Opt=0"
"95351FSTRF415KA","CRYSTAL CREAMERY INC. (CRYSTAL CREAMERY INC.)","415 KANSAS AVE, MODESTO,CA 95351","Nitric acid","311511: Fluid Milk Manufacturing","2017","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-15-24%]  Other Environmental Practices: Waste Treatment  - Operation of the on-site wastewater treatment system has been automated by a third-party vendor.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=95351FSTRF415KA&ChemicalId=0007697372&ReportingYear=2017&DocCtrlNum=1317216279416&Opt=0"
"95540HMBLD572HW","CRYSTAL CREAMERY INC. DBA HUMBOLDT CREAMERY (CRYSTAL CREAMERY INC.)","572 STATE HIGHWAY 1, FORTUNA,CA 95540","Nitric acid","311520: Ice Cream and Frozen Dessert Manufacturing","2013","0","0","0","Source Reduction: W29: Other changes in inventory control","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=95540HMBLD572HW&ChemicalId=0007697372&ReportingYear=2013&DocCtrlNum=1313211099508&Opt=0"
"95540HMBLD572HW","CRYSTAL CREAMERY INC. DBA HUMBOLDT CREAMERY (CRYSTAL CREAMERY INC.)","572 STATE HIGHWAY 1, FORTUNA,CA 95540","Nitric acid","311520: Ice Cream and Frozen Dessert Manufacturing","2017","0","0","0","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-50-99%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=95540HMBLD572HW&ChemicalId=0007697372&ReportingYear=2017&DocCtrlNum=1317216279442&Opt=0"
"17055THMDT4825O","DAIRY FARMERS OF AMER/MECHANICSBURG (DAIRY FARMERS OF AMERICA INC)","4825 GETTYSBURG RD, MECHANICSBURG,PA 17055","Nitric acid","311422: Specialty Canning","2013","0","0","0","Source Reduction: W81: Changed product specifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=17055THMDT4825O&ChemicalId=0007697372&ReportingYear=2013&DocCtrlNum=1313210966711&Opt=0"
"7504WDSYBR3636L","DAISY BRAND (DAISY BRAND LLC)","3636 LEON RD, GARLAND,TX 75041","Ammonia","311511: Fluid Milk Manufacturing","2016","0","0","0","Source Reduction: W31: Improved storage or stacking procedures - added verbage to Pm program Methods to Identify SR Opportunities: T06 : EMPLOYEE RECOMMENDATION (UNDER A FORMAL COMPANY PROGRAM) - Pm's designate set point for relief valves","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=7504WDSYBR3636L&ChemicalId=0007664417&ReportingYear=2016&DocCtrlNum=1316214927410&Opt=0"
"7504WDSYBR3636L","DAISY BRAND (DAISY BRAND LLC)","3636 LEON RD, GARLAND,TX 75041","Nitric acid","311511: Fluid Milk Manufacturing","2016","0","0","0","Source Reduction: W71: Other cleaning and degreasing modifications - Audits of wash systems to verify chemical volumes Methods to Identify SR Opportunities: T01 : INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S) - audits of wash systems to verify chemical volumes","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=7504WDSYBR3636L&ChemicalId=0007697372&ReportingYear=2016&DocCtrlNum=1316214927422&Opt=0"
